actual,proposed
0.30000463128089905,0.20000000298023224
0.3015044629573822,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.3045041859149933,0.20000000298023224
0.30600404739379883,0.20000000298023224
0.30750390887260437,0.20000000298023224
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.19851815700531006
0.15276455879211426,0.19734711945056915
0.15529286861419678,0.19619742035865784
0.15776026248931885,0.19507227838039398
0.1601690798997879,0.19388461112976074
0.15519747138023376,0.1926514208316803
0.1531791090965271,0.191461443901062
0.1467219442129135,0.19022144377231598
0.13588865101337433,0.18898145854473114
0.12945690751075745,0.18766315281391144
0.11864502727985382,0.18630164861679077
0.10351292043924332,0.18487389385700226
0.0841178223490715,0.18338994681835175
0.06923216581344604,0.1817435622215271
0.05006934329867363,0.1799565851688385
0.026684356853365898,0.17810283601284027
0.003488851711153984,0.17609915137290955
0.0,0.17400380969047546
0.0,0.1717066466808319
0.0,0.16925865411758423
0.0,0.16661041975021362
0.0,0.16384556889533997
0.0,0.16096454858779907
0.0,0.15784665942192078
0.0,0.15464381873607635
0.0,0.15133003890514374
0.0,0.14790913462638855
0.0,0.14435814321041107
0.0,0.14073820412158966
0.0,0.1370393931865692
0.0,0.1332499235868454
0.0,0.12940329313278198
0.0,0.12547852098941803
0.0,0.12150071561336517
0.0,0.11751110106706619
0.0,0.11345996707677841
0.0,0.10939618200063705
0.0,0.10534613579511642
0.0,0.10127630829811096
0.0,0.09723250567913055
0.0,0.09318691492080688
0.0,0.08914071321487427
0.0,0.08511720597743988
0.0,0.08113168925046921
0.0,0.07724629342556
0.0,0.0734957754611969
0.0,0.06989709287881851
0.0,0.06642304360866547
0.0,0.06305741518735886
0.0,0.05980803444981575
0.0,0.05666378512978554
0.0,0.053651317954063416
0.0,0.050737280398607254
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12915146350860596
0.0,0.1279243528842926
0.0,0.12686406075954437
0.00997406430542469,0.12598706781864166
0.022319070994853973,0.1251629739999771
0.043141577392816544,0.12454146891832352
0.05925390496850014,0.12404321879148483
0.075090691447258,0.1236843690276146
0.09938178211450577,0.12349340319633484
0.11894083023071289,0.12346939742565155
0.1294858455657959,0.12351881712675095
0.15294551849365234,0.12374420464038849
0.1629919409751892,0.12404966354370117
0.17725719511508942,0.12444917857646942
0.19132819771766663,0.12493913620710373
0.20085477828979492,0.12551845610141754
0.20590564608573914,0.1260841190814972
0.2109055519104004,0.12672002613544464
0.22021591663360596,0.1273803412914276
0.2207016497850418,0.12806029617786407
0.22556547820568085,0.12874144315719604
0.2260282337665558,0.12944236397743225
0.22215233743190765,0.13008606433868408
0.21835651993751526,0.13069157302379608
0.20591920614242554,0.13120369613170624
0.20239366590976715,0.13167887926101685
0.1858556866645813,0.13202491402626038
0.17391927540302277,0.1322641521692276
0.1577950268983841,0.13239037990570068
0.13753558695316315,0.13238319754600525
0.11754992604255676,0.1321999728679657
0.09782540798187256,0.13189728558063507
0.07399089634418488,0.13140851259231567
0.04609508067369461,0.1307443529367447
0.018543172627687454,0.1298709362745285
3.7017241993453354e-05,0.12888102233409882
0.0,0.12755094468593597
0.0,0.12600575387477875
0.0,0.12416420876979828
0.0,0.12212198227643967
0.0,0.12000329047441483
0.0,0.11753326654434204
0.0,0.11489768326282501
0.0,0.11206591874361038
0.0,0.10903473943471909
0.0,0.10595691204071045
0.0,0.10256478190422058
0.0,0.09900220483541489
0.0,0.09529314190149307
0.0,0.09145117551088333
0.0,0.08751367032527924
0.0,0.0834820419549942
0.0,0.07935501635074615
0.0,0.07526475936174393
0.0,0.07127392292022705
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12616591155529022
0.0,0.12383383512496948
0.0,0.12174076586961746
0.0,0.11962783336639404
0.0,0.11770903319120407
0.0,0.11594431102275848
0.0,0.11433619260787964
0.0,0.11283832788467407
0.0,0.11151259392499924
0.0,0.110336534678936
0.0,0.1093035414814949
0.0,0.10840743780136108
0.0,0.10761051625013351
0.0,0.10688214749097824
0.0,0.10624609142541885
0.0,0.1057027205824852
0.0,0.10524747520685196
0.004526791628450155,0.10487961024045944
0.014730039983987808,0.10459146648645401
0.024763567373156548,0.10438673198223114
0.030275912955403328,0.10422568023204803
0.031334370374679565,0.10407724231481552
0.036721475422382355,0.10397034138441086
0.037659935653209686,0.10387395322322845
0.03857304900884628,0.10378646105527878
0.04817967116832733,0.10377250611782074
0.05328323692083359,0.10379425436258316
0.06266822665929794,0.1039058268070221
0.05884190648794174,0.10397125035524368
0.050709523260593414,0.10395559668540955
0.03832881897687912,0.10386854410171509
0.030473140999674797,0.10372366011142731
0.027074240148067474,0.1035613864660263
0.019349420443177223,0.10334078967571259
0.01607506535947323,0.10310111939907074
0.012827565893530846,0.10284160077571869
0.013964492827653885,0.10260391980409622
0.006347143556922674,0.1023029312491417
0.0031744157895445824,0.10200664401054382
2.2924399672774598e-05,0.10165601223707199
0.0,0.10130815953016281
0.0,0.10091421008110046
0.0,0.1005043238401413
0.0,0.1000460609793663
0.0,0.0995844304561615
0.24316257238388062,0.20000000298023224
0.24158048629760742,0.20000000298023224
0.240006223320961,0.19973042607307434
0.238438680768013,0.19973047077655792
0.2412363886833191,0.19989529252052307
0.23962022364139557,0.20000000298023224
0.23801171779632568,0.19940409064292908
0.23641033470630646,0.19956041872501373
0.23481501638889313,0.19968634843826294
0.2332252711057663,0.1998567283153534
0.23164063692092896,0.1998962163925171
0.22570110857486725,0.19993019104003906
0.21546685695648193,0.19993002712726593
0.2053537666797638,0.19983917474746704
0.19535592198371887,0.19968236982822418
0.18110856413841248,0.1994321346282959
0.16702581942081451,0.1991046816110611
0.15309925377368927,0.1986413151025772
0.13932135701179504,0.19807468354701996
0.12132584303617477,0.197446808218956
0.10352461785078049,0.19663327932357788
0.08154941350221634,0.19571088254451752
0.06416923552751541,0.19466735422611237
0.03823497146368027,0.19353534281253815
0.012577012181282043,0.19209350645542145
0.0,0.19054831564426422
0.0,0.1887975037097931
0.0,0.18692241609096527
0.0,0.18487253785133362
0.0,0.18253381550312042
0.0,0.18004406988620758
0.0,0.17738476395606995
0.0,0.17463244497776031
0.0,0.1716551035642624
0.0,0.16852255165576935
0.0,0.16524472832679749
0.0,0.1619306206703186
0.0,0.15847323834896088
0.0,0.15495122969150543
0.0,0.15128828585147858
0.0,0.1475662738084793
0.0,0.14374928176403046
0.0,0.13987649977207184
0.0,0.13595445454120636
0.0,0.1319994032382965
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.1971113085746765
0.0,0.19452139735221863
0.0,0.19204111397266388
0.0,0.1896892488002777
0.0,0.18750633299350739
0.0,0.18541951477527618
0.0,0.18344129621982574
0.0,0.18148547410964966
0.0,0.17962022125720978
0.0,0.17782673239707947
0.0,0.17608647048473358
0.0,0.17439474165439606
0.0,0.17275618016719818
0.0,0.17110908031463623
0.0,0.16948682069778442
0.0,0.16782033443450928
0.0,0.16625052690505981
0.0,0.16469857096672058
0.0,0.16317670047283173
0.0,0.16165202856063843
0.0,0.1600891500711441
0.09990354627370834,0.20000000298023224
0.0964675024151802,0.20000000298023224
0.10171008110046387,0.20000000298023224
0.10679329186677933,0.20000000298023224
0.1073642298579216,0.20000000298023224
0.11220724880695343,0.20000000298023224
0.11254680156707764,0.20000000298023224
0.1171669065952301,0.20000000298023224
